,Unnamed: 0,full_sentence,verb_masked_sentence,verb_true_label,verb_false_label,verb_true_label_p,verb_false_label_p,verb_is_accurate,subject,subject_masked_sentence,subject_true_label,subject_false_label,subject_true_label_p,subject_false_label_p,subject_is_accurate
12,28,See for a petroleum of reviewers in their junk that submits from the date and reflects really to the police fo the looting . <eos>,See for a petroleum of reviewers in their junk that submits from the date and [MASK] really to the police fo the looting . <eos>,reflects,reflect,-0.35527002811431885,-2.0766983032226562,True,that,See for a petroleum of reviewers in their junk [MASK] submits from the date and reflects really to the police fo the looting . <eos>,that,those,9.727287292480469,3.1646556854248047,True
13,30,"As you seem above the ton , the perfume of the critical protein provides your pattern and throws you reassure newer and taller . <eos>","As you seem above the ton , the perfume of the critical protein provides your pattern and [MASK] you reassure newer and taller . <eos>",throws,throw,1.0109056234359741,-1.3394962549209595,True,you,"As [MASK] seem above the ton , the perfume of the critical protein provides [MASK]r pattern and throws [MASK] reassure newer and taller . <eos>",you,you,10.9181489944458,10.9181489944458,False
14,32,"Whie I do n't solve to the commission that the stars we choose or receive to spend no aircraft on our death ( which I want is promptly generic ) , it does generate me whenever projects carry out a relaxed spa of crimes to see the pork on . <eos>","Whie I do n't solve to the commission that the stars we choose or receive to [MASK] no aircraft on our death ( which I want is promptly generic ) , it does generate me whenever projects carry out a relaxed spa of crimes to see the pork on . <eos>",spend,spends,4.224769115447998,-3.4997925758361816,True,I,"Whie [MASK] do n't solve to the commission that the stars we choose or receive to spend no aircraft on our death ( which [MASK] want is promptly generic ) , it does generate me whenever projects carry out a relaxed spa of crimes to see the pork on . <eos>",I,we,8.44816780090332,8.063411712646484,True
15,34,This clerk of luck represents around the snow s swing and controllers and generates a revenue for the nightmare accidentally on the receipt of the club in tribe of decision seconds . <eos>,This clerk of luck represents around the snow s swing and controllers and [MASK] a revenue for the nightmare accidentally on the receipt of the club in tribe of decision seconds . <eos>,generates,generate,9.665535926818848,6.90767765045166,True,clerk,This [MASK] of luck represents around the snow s swing and controllers and generates a revenue for the nightmare accidentally on the receipt of the club in tribe of decision seconds . <eos>,clerk,clerks,0.11788223683834076,1.7413215637207031,False
16,36,"If you tend a news who will put to you and greet he will assess and then recruit his gravy , and not recruit what he is stepping about why he remembers hijackers at investigative minutes and serves they affirm what you condemn , whenever they will not spawn for you , groom to this pup ... he is the audience for you . <eos>","If you tend a news who will put to you and greet he will assess and then recruit his gravy , and not recruit what he is stepping about why he remembers hijackers at investigative minutes and [MASK] they affirm what you condemn , whenever they will not spawn for you , groom to this pup ... he is the audience for you . <eos>",serves,serve,1.3586183786392212,-0.6376564502716064,True,you,"If [MASK] tend a news who will put to [MASK] and greet he will assess and then recruit his gravy , and not recruit what he is stepping about why he remembers hijackers at investigative minutes and serves they affirm what [MASK] condemn , whenever they will not spawn for [MASK] , groom to this pup ... he is the audience for [MASK] . <eos>",you,you,11.604927062988281,11.604927062988281,False
17,38,Put me disrupt if you pay any fry or consider anything eager . <eos>,Put me disrupt if you pay any fry or [MASK] anything eager . <eos>,consider,considers,5.956904888153076,0.05881386995315552,True,you,Put me disrupt if [MASK] pay any fry or consider anything eager . <eos>,you,you,15.189998626708984,15.189998626708984,False
18,40,You assume the picketing and seek tube signature into the welfare . <eos>,You assume the picketing and [MASK] tube signature into the welfare . <eos>,seek,seeks,-1.0552668571472168,-2.0977792739868164,True,You,[MASK] assume the picketing and seek tube signature into the welfare . <eos>,You,Yous,9.795170783996582,1.291880488395691,True
19,42,The sole liberty I murdered this vision intends to exploit anyone comparing this if they condemn of some retaliation I can prefer marry a star to this Today Today . <eos>,The sole liberty I murdered this vision [MASK] to exploit anyone comparing this if they condemn of some retaliation I can prefer marry a star to this Today Today . <eos>,intends,intend,2.119997978210449,-0.2845596969127655,True,liberty,The sole [MASK] I murdered this vision intends to exploit anyone comparing this if they condemn of some retaliation I can prefer marry a star to this Today Today . <eos>,liberty,liberties,-1.4732065200805664,-3.6285946369171143,True
20,46,Programs who seem these adults relate at the ideology entirely ; and it 's defensive to put they are unconnected and dead to grab no if they die there would commit a phenomenon . <eos>,Programs who seem these adults [MASK] at the ideology entirely ; and it 's defensive to put they are unconnected and dead to grab no if they die there would commit a phenomenon . <eos>,relate,relates,-0.9140239953994751,-6.894898891448975,True,Programs,[MASK] who seem these adults relate at the ideology entirely ; and it 's defensive to put they are unconnected and dead to grab no if they die there would commit a phenomenon . <eos>,Programs,Program,0.8891096711158752,-1.1849075555801392,True
21,48,"Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her sees approximately . <eos>","Actually adjust your hens to meet this obviously to their references , and still abroad , so that the difficulty to deserve her [MASK] approximately . <eos>",sees,see,2.202183246612549,-0.03294670581817627,True,difficulty,"Actually adjust your hens to meet this obviously to their references , and still abroad , so that the [MASK] to deserve her sees approximately . <eos>",difficulty,difficulties,1.1114424467086792,-0.705238401889801,True
22,50,Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and refer willingly to conspiracy the rejection after we spend ) <eos>,Forces indeed : Rahman twenty through Atta thousand ( obtaining you pay on the wasp we hear and [MASK] willingly to conspiracy the rejection after we spend ) <eos>,refer,refers,2.334937572479248,1.3739465475082397,True,you,Forces indeed : Rahman twenty through Atta thousand ( obtaining [MASK] pay on the wasp we hear and refer willingly to conspiracy the rejection after we spend ) <eos>,you,you,4.373014450073242,4.373014450073242,False
23,52,Mechanics pose the investment but make her glaring predator and the moon demonstrates . <eos>,Mechanics pose the investment but [MASK] her glaring predator and the moon demonstrates . <eos>,make,makes,5.203890323638916,2.444173812866211,True,Mechanics,[MASK] pose the investment but make her glaring predator and the moon demonstrates . <eos>,Mechanics,Mechanic,-0.5665284991264343,1.6439870595932007,False
24,56,Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and manage rarely to thread the cat after we listen ) <eos>,Ladies initially : Jeremy two through Electoral three ( expanding you manage on the purpose we listen and [MASK] rarely to thread the cat after we listen ) <eos>,manage,manages,3.2299816608428955,-0.9072904586791992,True,you,Ladies initially : Jeremy two through Electoral three ( expanding [MASK] manage on the purpose we listen and manage rarely to thread the cat after we listen ) <eos>,you,you,7.404903411865234,7.404903411865234,False
25,58,The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and compares into the month knee . <eos>,The first television you require whenever you exist on guest explains that the city minister solely writes out the duty and [MASK] into the month knee . <eos>,compares,compare,-1.2855886220932007,-4.399259567260742,True,television,The first [MASK] you require whenever you exist on guest explains that the city minister solely writes out the duty and compares into the month knee . <eos>,television,televisions,0.1158788651227951,1.9117966890335083,False
26,60,"The annoying corporate degree I have registered enjoys that in the luncheon of Osama eighteen teacher of the mold is apparently traced in the turkey the moon before the vet , this stuff communicated after the substantial magazine . <eos>","The annoying corporate degree I have registered [MASK] that in the luncheon of Osama eighteen teacher of the mold is apparently traced in the turkey the moon before the vet , this stuff communicated after the substantial magazine . <eos>",enjoys,enjoy,1.1082968711853027,-1.6388816833496094,True,degree,"The annoying corporate [MASK] I have registered enjoys that in the luncheon of Osama eighteen teacher of the mold is apparently traced in the turkey the moon before the vet , this stuff communicated after the substantial magazine . <eos>",degree,degrees,1.597062349319458,-2.2649495601654053,True
27,62,The healthy personality I provided this rock exists to add anyone leading this if they believe of some teacher I can prove bless a visitor to this Shuttle Deal . <eos>,The healthy personality I provided this rock [MASK] to add anyone leading this if they believe of some teacher I can prove bless a visitor to this Shuttle Deal . <eos>,exists,exist,3.8479230403900146,0.425937682390213,True,personality,The healthy [MASK] I provided this rock exists to add anyone leading this if they believe of some teacher I can prove bless a visitor to this Shuttle Deal . <eos>,personality,personalities,2.3423635959625244,-2.6415724754333496,True
28,66,The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and relates into the sensitivity shame . <eos>,The first pig you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and [MASK] into the sensitivity shame . <eos>,relates,relate,4.954318523406982,-0.8653095960617065,True,pig,The first [MASK] you carry whenever you eat on possibility exists that the scrap photographer downhill lasts out the punishment and relates into the sensitivity shame . <eos>,pig,pigs,3.815598726272583,-1.4819378852844238,True
29,68,"Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her throws appropriately . <eos>","Otherwise ensure your peoples to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her [MASK] appropriately . <eos>",throws,throw,-0.589314877986908,-1.4703494310379028,True,peoples,"Otherwise ensure your [MASK] to burn this aggressively to their homes , and deeply unfortunately , so that the globe to deny her throws appropriately . <eos>",peoples,people,5.121735095977783,10.204038619995117,False
30,70,I decide the notch you began to me loses to the Tiffany McDonald at Atlanta ( maintained in Superfund ) . <eos>,I decide the notch you began to me [MASK] to the Tiffany McDonald at Atlanta ( maintained in Superfund ) . <eos>,loses,lose,-4.514339923858643,3.803971529006958,False,I,[MASK] decide the notch you began to me loses to the Tiffany McDonald at Atlanta ( maintained in Superfund ) . <eos>,I,we,10.047847747802734,5.540104389190674,True
31,72,The unable forthcoming hospitality that he deserves includes that he strongly sees his prisoners and necessarily writes diplomatic with his northeastern wasp . <eos>,The unable forthcoming hospitality that he deserves [MASK] that he strongly sees his prisoners and necessarily writes diplomatic with his northeastern wasp . <eos>,includes,include,6.852591037750244,4.34956693649292,True,hospitality,The unable forthcoming [MASK] that he deserves includes that he strongly sees his prisoners and necessarily writes diplomatic with his northeastern wasp . <eos>,hospitality,hospitalities,5.082808971405029,0.19315847754478455,True
32,74,The stressful landlord I hired this master enjoys to oppose anyone hoping this if they laugh of some cooperation I can fill satisfy a chairman to this Support Performance . <eos>,The stressful landlord I hired this master [MASK] to oppose anyone hoping this if they laugh of some cooperation I can fill satisfy a chairman to this Support Performance . <eos>,enjoys,enjoy,-0.042688243091106415,-1.5312352180480957,True,landlord,The stressful [MASK] I hired this master enjoys to oppose anyone hoping this if they laugh of some cooperation I can fill satisfy a chairman to this Support Performance . <eos>,landlord,landlords,2.0025997161865234,1.262268304824829,True
33,76,Follow me predict if you put any publications or represent anything impenetrable . <eos>,Follow me predict if you put any publications or [MASK] anything impenetrable . <eos>,represent,represents,3.182403564453125,0.18222515285015106,True,you,Follow me predict if [MASK] put any publications or represent anything impenetrable . <eos>,you,you,13.096136093139648,13.096136093139648,False
34,78,The critical testimony I planned this chocolate enters to add anyone failing this if they represent of some comfort I can monitor suggest a curtain to this Today Cage . <eos>,The critical testimony I planned this chocolate [MASK] to add anyone failing this if they represent of some comfort I can monitor suggest a curtain to this Today Cage . <eos>,enters,enter,-0.5491275787353516,-0.7406632304191589,True,testimony,The critical [MASK] I planned this chocolate enters to add anyone failing this if they represent of some comfort I can monitor suggest a curtain to this Today Cage . <eos>,testimony,testimonies,-0.3788308799266815,0.26107320189476013,False
35,80,Commissioners decide the advertising but demonstrate her delicate driver and the surplus supports . <eos>,Commissioners decide the advertising but [MASK] her delicate driver and the surplus supports . <eos>,demonstrate,demonstrates,2.237349033355713,-0.467497855424881,True,Commissioners,[MASK] decide the advertising but demonstrate her delicate driver and the surplus supports . <eos>,Commissioners,Commissioner,0.5883835554122925,-1.5069921016693115,True
36,82,"Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise operates why you 're beautiful utterly "" and threw restrictions to the "" Kerry Warren "" cup ranging that "" totally he handled Judicial tensions to reflect reportedly dangerous as a terror "" . <eos>","Because of the phone that his potable flower with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise [MASK] why you 're beautiful utterly "" and threw restrictions to the "" Kerry Warren "" cup ranging that "" totally he handled Judicial tensions to reflect reportedly dangerous as a terror "" . <eos>",operates,operate,-3.3393616676330566,-4.756786823272705,True,flower,"Because of the phone that his potable [MASK] with Naval Amelia had meant him , he reported properties pleasant as : "" You can print a language and a tabs , eighteen stream you ca n't raise operates why you 're beautiful utterly "" and threw restrictions to the "" Kerry Warren "" cup ranging that "" totally he handled Judicial tensions to reflect reportedly dangerous as a terror "" . <eos>",flower,flowers,2.5267624855041504,0.2723916172981262,True
37,84,"the absurd chores we meet in our radar indicate ; we lose region plate for easter , stream fantasy and ceiling - clan for Leach . <eos>","the absurd chores we meet in our radar [MASK] ; we lose region plate for easter , stream fantasy and ceiling - clan for Leach . <eos>",indicate,indicates,-1.0277178287506104,-0.1500653326511383,False,chores,"the absurd [MASK] we meet in our radar indicate ; we lose region plate for easter , stream fantasy and ceiling - clan for Leach . <eos>",chores,chore,0.9672871828079224,0.9672871828079224,False
39,88,"My haven with acting the character merely allows , could it be accepted that cheaply everyone grabbed the labor would or could assist at any picketing , since we regularly listened Beijing and Metals and if they remembered they might have titled a honest direction ?? <eos>","My haven with acting the character merely [MASK] , could it be accepted that cheaply everyone grabbed the labor would or could assist at any picketing , since we regularly listened Beijing and Metals and if they remembered they might have titled a honest direction ?? <eos>",allows,allow,3.8811404705047607,1.280266284942627,True,haven,"My [MASK] with acting the character merely allows , could it be accepted that cheaply everyone grabbed the labor would or could assist at any picketing , since we regularly listened Beijing and Metals and if they remembered they might have titled a honest direction ?? <eos>",haven,havens,-0.5371987819671631,-0.47263360023498535,False
40,90,I consider this adequate reputation and tend to relate this dangerous event . <eos>,I consider this adequate reputation and [MASK] to relate this dangerous event . <eos>,tend,tends,1.312096118927002,0.3248039484024048,True,I,[MASK] consider this adequate reputation and tend to relate this dangerous event . <eos>,I,we,12.000785827636719,8.6037015914917,True
41,92,I refuse the volumes on which I should cancel your country extend : ( a ) Do you donate a frustrating satisfaction about the context to soft surface drugs noticed by Ontario Aires ? <eos>,I refuse the volumes on which I should cancel your country [MASK] : ( a ) Do you donate a frustrating satisfaction about the context to soft surface drugs noticed by Ontario Aires ? <eos>,extend,extends,-1.1505439281463623,-1.3619716167449951,True,I,[MASK] refuse the volumes on which [MASK] should cancel your country extend : ( a ) Do you donate a frustrating satisfaction about the context to soft surface drugs noticed by Ontario Aires ? <eos>,I,we,11.594388008117676,5.24011754989624,True
42,94,Bring for a heaven of weapons in their virus that reads from the master and learns smoothly to the task fo the marketing . <eos>,Bring for a heaven of weapons in their virus that reads from the master and [MASK] smoothly to the task fo the marketing . <eos>,learns,learn,5.501834392547607,2.7036244869232178,True,that,Bring for a heaven of weapons in their virus [MASK] reads from the master and learns smoothly to the task fo the marketing . <eos>,that,those,6.328365325927734,-0.7153829336166382,True
43,98,"Additional leaders that thereafter would translate apply things , property , Jared combo and some lions of guidelines . <eos>","Additional leaders that thereafter would translate [MASK] things , property , Jared combo and some lions of guidelines . <eos>",apply,applies,-0.8222188949584961,-2.3343310356140137,True,leaders,"Additional [MASK] that thereafter would translate apply things , property , Jared combo and some lions of guidelines . <eos>",leaders,leader,2.064891815185547,-1.158963680267334,True
44,100,"The tide to compete in participant extends that Dwarf Armed sports and Professors and tricky Syrian worries are distinguished to migrate soon seldom joint to the Agra in Ireland than al - Laura allegations , and it would be neat to foresee one 's options off the tolerable disappointment . <eos>","The tide to compete in participant [MASK] that Dwarf Armed sports and Professors and tricky Syrian worries are distinguished to migrate soon seldom joint to the Agra in Ireland than al - Laura allegations , and it would be neat to foresee one 's options off the tolerable disappointment . <eos>",extends,extend,-0.5319291353225708,-2.558446168899536,True,tide,"The [MASK] to compete in participant extends that Dwarf Armed sports and Professors and tricky Syrian worries are distinguished to migrate soon seldom joint to the Agra in Ireland than al - Laura allegations , and it would be neat to foresee one 's options off the tolerable disappointment . <eos>",tide,tides,3.055260181427002,2.210500955581665,True
45,102,The electronic convenience I chose apparently from them in the first station adds because my functional connection who indicated with them was telling out on his undecided . <eos>,The electronic convenience I chose apparently from them in the first station [MASK] because my functional connection who indicated with them was telling out on his undecided . <eos>,adds,add,-3.0607969760894775,-3.3304152488708496,True,convenience,The electronic [MASK] I chose apparently from them in the first station adds because my functional connection who indicated with them was telling out on his undecided . <eos>,convenience,conveniences,1.4394514560699463,1.0139801502227783,True
46,104,"Because of the musician that his timely comparison with Ray EI had protected him , he contacted rewards solid as : "" You can regret a pewter and a master , eighteen capacity you ca n't foresee explains whenever you 're crucial indefinitely "" and said snakes to the "" Prophet Scotland "" tension watching that "" basically he belonged Dear policies to wrap neatly preventive as a room "" . <eos>","Because of the musician that his timely comparison with Ray EI had protected him , he contacted rewards solid as : "" You can regret a pewter and a master , eighteen capacity you ca n't foresee [MASK] whenever you 're crucial indefinitely "" and said snakes to the "" Prophet Scotland "" tension watching that "" basically he belonged Dear policies to wrap neatly preventive as a room "" . <eos>",explains,explain,-4.759737491607666,-2.897189140319824,False,comparison,"Because of the musician that his timely [MASK] with Ray EI had protected him , he contacted rewards solid as : "" You can regret a pewter and a master , eighteen capacity you ca n't foresee explains whenever you 're crucial indefinitely "" and said snakes to the "" Prophet Scotland "" tension watching that "" basically he belonged Dear policies to wrap neatly preventive as a room "" . <eos>",comparison,comparisons,4.543406963348389,3.785324811935425,True
47,106,"About expect your wheels to burn this incredibly to their managers , and separately apart , so that the crate to harass her spends approximately . <eos>","About expect your wheels to burn this incredibly to their managers , and separately apart , so that the crate to harass her [MASK] approximately . <eos>",spends,spend,2.233734607696533,-2.070349931716919,True,wheels,"About expect your [MASK] to burn this incredibly to their managers , and separately apart , so that the crate to harass her spends approximately . <eos>",wheels,wheel,1.7854642868041992,-2.244457244873047,True
48,108,"Especially , the impressionist acupuncture designated for embarrassment understands whether our Account ( the ecological application and thus the opportunity they spend to postpone ) is or affects not an essential kindness under the ranch . <eos>","Especially , the impressionist acupuncture designated for embarrassment [MASK] whether our Account ( the ecological application and thus the opportunity they spend to postpone ) is or affects not an essential kindness under the ranch . <eos>",understands,understand,1.961188793182373,1.097347378730774,True,acupuncture,"Especially , the impressionist [MASK] designated for embarrassment understands whether our Account ( the ecological application and thus the opportunity they spend to postpone ) is or affects not an essential kindness under the ranch . <eos>",acupuncture,acupunctures,0.3860049247741699,0.3860049247741699,False
49,110,I refuse this adequate clinic and serve to vary this superb income . <eos>,I refuse this adequate clinic and [MASK] to vary this superb income . <eos>,serve,serves,4.46411657333374,-0.8647027015686035,True,I,[MASK] refuse this adequate clinic and serve to vary this superb income . <eos>,I,we,10.95272445678711,8.610608100891113,True
50,112,"The unacceptable privileged photography I have filled understands that in the kidney of Agra eighteen complaint of the voting is individually described in the career the journey before the tug , this therapy paid after the tripartite harness . <eos>","The unacceptable privileged photography I have filled [MASK] that in the kidney of Agra eighteen complaint of the voting is individually described in the career the journey before the tug , this therapy paid after the tripartite harness . <eos>",understands,understand,3.984137535095215,3.5660173892974854,True,photography,"The unacceptable privileged [MASK] I have filled understands that in the kidney of Agra eighteen complaint of the voting is individually described in the career the journey before the tug , this therapy paid after the tripartite harness . <eos>",photography,photographies,-2.87669038772583,1.4411323070526123,False
51,114,I refer we perfectly provide the pub and respond to CST . <eos>,I refer we perfectly provide the pub and [MASK] to CST . <eos>,respond,responds,1.0347849130630493,-0.8916699290275574,True,I,[MASK] refer we perfectly provide the pub and respond to CST . <eos>,I,we,10.162932395935059,7.240957736968994,True
52,116,Come me throw if you pay any moors or toss anything unlimited . <eos>,Come me throw if you pay any moors or [MASK] anything unlimited . <eos>,toss,tosses,-0.10081952810287476,1.4083892107009888,False,me,Co[MASK] [MASK] throw if you pay any moors or toss anything unlimited . <eos>,me,us,1.5550117492675781,1.275159478187561,True
53,122,Come me create if you tell any records or reflect anything ugly . <eos>,Come me create if you tell any records or [MASK] anything ugly . <eos>,reflect,reflects,2.7326576709747314,0.18115681409835815,True,me,Co[MASK] [MASK] create if you tell any records or reflect anything ugly . <eos>,me,us,1.0831630229949951,1.1648359298706055,False
54,124,I decide we willingly prefer the hamster and realise to McDonald . <eos>,I decide we willingly prefer the hamster and [MASK] to McDonald . <eos>,realise,realises,-4.119729042053223,-1.171909213066101,False,I,[MASK] decide we willingly prefer the hamster and realise to McDonald . <eos>,I,we,11.884710311889648,11.104829788208008,True
55,126,"the electoral parties we tolerate in our label assume ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>","the electoral parties we tolerate in our label [MASK] ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>",assume,assumes,-5.141293525695801,-4.430453300476074,False,parties,"the electoral [MASK] we tolerate in our label assume ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>",parties,party,5.001206874847412,5.211483478546143,False
56,128,"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify enters why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>","Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify [MASK] why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>",enters,enter,-2.794856309890747,-1.5311228036880493,False,lunch,"Because of the traveler that his conservative [MASK] with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify enters why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>",lunch,lunches,2.6670079231262207,-0.36104947328567505,True
